customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,sessions_30d,campaign_clicks_30d
CUST00451,Loyal Customer,29,2,2306.23,0,0.0,3,0
CUST00452,At Risk,256,0,0.0,0,0.0,2,0
CUST00453,High Value Unhappy,17,4,3032.93,1,0.0,1,0
CUST00454,Champion,13,3,1507.78,2,0.0,17,1
CUST00455,At Risk,273,0,0.0,0,0.0,0,0
CUST00456,At Risk,147,1,1052.09,0,0.0,0,1
CUST00457,At Risk,321,0,0.0,0,0.0,1,0
CUST00458,Loyal Customer,4,2,1371.81,0,0.0,4,0
CUST00459,At Risk,237,0,0.0,0,0.0,5,0
CUST00460,Champion,19,5,3252.95,1,0.2,8,1
CUST00461,At Risk,194,0,0.0,0,0.0,3,1
CUST00462,Discount Sensitive,35,1,744.65,0,0.0,2,0
CUST00463,Loyal Customer,29,4,5048.68,0,0.0,0,0
CUST00464,Loyal Customer,106,3,1513.01,0,0.0,6,1
CUST00465,Discount Sensitive,177,1,1298.74,0,0.0,3,1
CUST00466,Champion,25,5,3048.01,0,0.2,9,2
CUST00467,Dormant,3,1,487.76,0,0.0,7,1
CUST00468,At Risk,198,0,0.0,0,0.0,1,1
CUST00469,Champion,19,3,1886.95,0,0.0,8,0
CUST00470,Discount Sensitive,166,1,218.29,0,0.0,1,0
CUST00471,Discount Sensitive,126,1,307.23,0,0.0,5,0
CUST00472,Dormant,114,1,1728.07,0,0.0,0,0
CUST00473,Loyal Customer,121,2,1291.76,0,0.5,0,0
CUST00474,Champion,22,3,1652.35,0,0.333,5,0
CUST00475,Loyal Customer,39,2,822.87,0,0.0,2,0
CUST00476,Discount Sensitive,140,1,335.33,0,0.0,6,0
CUST00477,Loyal Customer,60,2,1480.16,0,0.0,2,1
CUST00478,Loyal Customer,31,2,862.04,0,0.0,8,1
CUST00479,At Risk,269,0,0.0,0,0.0,5,0
CUST00480,At Risk,148,1,491.6,0,0.0,2,0
CUST00481,Loyal Customer,43,2,934.12,0,0.0,10,1
CUST00482,Discount Sensitive,32,1,961.86,0,0.0,15,1
CUST00483,Loyal Customer,107,2,1258.46,0,0.0,3,0
CUST00484,High Value Unhappy,62,2,1741.75,1,0.0,9,0
CUST00485,At Risk,228,0,0.0,0,0.0,1,1
CUST00486,Dormant,44,1,810.16,0,0.0,10,0
CUST00487,Dormant,29,1,617.91,1,0.0,2,0
CUST00488,At Risk,217,0,0.0,0,0.0,8,1
CUST00489,At Risk,210,0,0.0,0,0.0,10,0
CUST00490,Dormant,7,1,557.54,1,1.0,8,1
CUST00491,Dormant,97,1,540.89,1,1.0,10,1
CUST00492,Discount Sensitive,61,1,509.57,0,0.0,0,0
CUST00493,Loyal Customer,108,2,1757.06,0,0.5,10,3
CUST00494,Dormant,11,1,660.15,0,0.0,6,0
CUST00495,Loyal Customer,45,2,2001.59,0,0.0,4,0
CUST00496,Loyal Customer,35,1,1586.18,0,0.0,4,0
CUST00497,At Risk,159,1,1724.62,0,0.0,1,2
CUST00498,Loyal Customer,24,2,970.31,0,0.0,3,0
CUST00499,Loyal Customer,18,1,1553.47,0,0.0,1,0
CUST00500,Champion,43,2,2352.5,0,0.0,10,1
CUST00501,High Value Unhappy,20,4,2834.75,1,0.0,4,0
CUST00502,Champion,17,2,1615.24,0,0.0,13,0
CUST00503,High Value Unhappy,48,3,2246.7,2,0.0,4,0
CUST00504,Loyal Customer,15,1,1602.01,0,0.0,9,2
CUST00505,Dormant,125,1,1027.23,0,0.0,9,1
CUST00506,Loyal Customer,38,3,2912.1,0,0.0,0,1
CUST00507,Dormant,120,1,2716.4,0,0.0,1,0
CUST00508,At Risk,148,1,717.51,0,0.0,6,0
CUST00509,Discount Sensitive,21,1,954.21,0,0.0,9,1
CUST00510,At Risk,162,1,531.36,0,0.0,4,1
CUST00511,Champion,5,2,1447.75,1,0.0,18,0
CUST00512,Champion,16,4,2468.63,1,0.0,6,0
CUST00513,Champion,27,4,2536.83,1,0.0,6,0
CUST00514,Dormant,93,1,1687.55,0,0.0,11,4
CUST00515,Loyal Customer,6,2,1540.13,0,0.0,2,0
CUST00516,Dormant,27,1,623.59,0,0.0,9,2
CUST00517,Dormant,59,1,612.95,0,0.0,2,3
CUST00518,Dormant,23,1,226.9,0,0.0,5,0
CUST00519,Dormant,81,1,412.42,0,0.0,0,0
CUST00520,Dormant,2,1,503.98,0,0.0,2,2
CUST00521,Champion,42,6,2945.06,1,0.0,5,3
CUST00522,At Risk,462,0,0.0,0,0.0,1,2
CUST00523,Discount Sensitive,29,1,921.24,0,0.0,7,0
CUST00524,Loyal Customer,11,1,1453.6,0,0.0,10,1
CUST00525,At Risk,220,0,0.0,0,0.0,1,0
CUST00526,Loyal Customer,2,1,1131.41,0,0.0,6,0
CUST00527,Dormant,113,1,1920.65,0,0.0,1,0
CUST00528,Discount Sensitive,14,1,556.1,0,0.0,12,0
CUST00529,Dormant,63,1,1129.52,1,0.0,11,2
CUST00530,Loyal Customer,57,2,1840.55,0,0.0,2,0
CUST00531,Loyal Customer,43,2,648.41,1,0.0,1,0
CUST00532,Discount Sensitive,118,1,880.45,0,0.0,1,0
CUST00533,Discount Sensitive,4,1,149.0,1,0.0,9,0
CUST00534,Loyal Customer,74,2,1020.2,0,0.0,4,0
CUST00535,Discount Sensitive,138,1,192.93,0,0.0,5,1
CUST00536,Champion,55,4,4432.75,0,0.0,14,1
CUST00537,Dormant,2,1,447.58,0,0.0,4,0
CUST00538,Loyal Customer,70,2,1306.09,0,0.0,5,2
CUST00539,Loyal Customer,65,3,4301.82,0,0.0,1,1
CUST00540,Loyal Customer,56,2,718.07,0,0.0,3,0
CUST00541,Loyal Customer,132,4,2894.17,0,0.0,1,2
CUST00542,Dormant,54,1,576.88,0,0.0,1,1
CUST00543,At Risk,197,0,0.0,0,0.0,2,2
CUST00544,Dormant,85,1,757.57,0,0.0,6,0
CUST00545,Discount Sensitive,1,1,603.57,1,0.0,9,2
CUST00546,Champion,3,2,2127.37,0,0.0,12,1
CUST00547,Dormant,39,1,1001.24,1,1.0,6,0
CUST00548,At Risk,165,1,858.7,0,0.0,6,0
CUST00549,Discount Sensitive,132,2,1035.57,0,0.0,1,1
CUST00550,Discount Sensitive,11,1,525.8,0,0.0,0,0
CUST00551,Dormant,25,1,470.34,0,0.0,10,2
CUST00552,Dormant,4,1,567.45,0,0.0,12,1
CUST00553,At Risk,293,0,0.0,0,0.0,2,0
CUST00554,Loyal Customer,7,2,750.58,0,0.0,10,0
CUST00555,Loyal Customer,45,2,1122.75,1,0.0,3,1
CUST00556,Dormant,26,1,936.16,1,0.0,1,0
CUST00557,Loyal Customer,16,2,977.03,0,0.0,17,1
CUST00558,At Risk,399,0,0.0,0,0.0,1,0
CUST00559,Dormant,1,1,469.57,0,0.0,2,1
CUST00560,At Risk,231,0,0.0,0,0.0,1,0
CUST00561,Discount Sensitive,4,1,256.33,1,0.0,16,0
CUST00562,At Risk,259,0,0.0,0,0.0,1,1
CUST00563,Dormant,105,1,463.49,0,0.0,1,0
CUST00564,At Risk,130,1,584.7,0,0.0,10,0
CUST00565,Dormant,39,1,275.55,0,0.0,10,2
CUST00566,Dormant,22,1,657.76,0,0.0,25,0
CUST00567,Champion,3,2,1674.78,0,0.0,9,0
CUST00568,Discount Sensitive,34,1,482.12,0,0.0,3,0
CUST00569,Discount Sensitive,113,1,430.0,0,0.0,7,3
CUST00570,At Risk,168,1,976.72,0,1.0,0,1
CUST00571,Dormant,32,1,598.14,1,1.0,5,0
CUST00572,Champion,51,4,2434.63,0,0.0,8,0
CUST00573,Loyal Customer,125,3,1879.54,0,0.0,0,0
CUST00574,Champion,5,6,5505.69,0,0.0,14,1
CUST00575,Dormant,83,1,548.72,1,0.0,6,1
CUST00576,Dormant,46,1,470.46,0,0.0,15,1
CUST00577,Loyal Customer,72,2,1058.36,0,0.0,7,2
CUST00578,At Risk,376,0,0.0,0,0.0,2,2
CUST00579,Discount Sensitive,10,1,301.68,0,0.0,1,0
CUST00580,Dormant,74,1,713.84,0,0.0,4,1
CUST00581,Loyal Customer,76,2,1527.79,0,0.0,0,0
CUST00582,At Risk,286,0,0.0,0,0.0,2,2
CUST00583,At Risk,263,0,0.0,0,0.0,2,0
CUST00584,Dormant,83,1,591.05,0,0.0,9,0
CUST00585,Dormant,113,2,967.27,0,0.0,15,2
CUST00586,Dormant,128,1,371.62,0,0.0,1,0
CUST00587,Discount Sensitive,18,1,275.79,0,0.0,10,0
CUST00588,Dormant,76,1,649.95,0,0.0,6,0
CUST00589,Discount Sensitive,71,1,479.6,1,0.0,4,1
CUST00590,At Risk,140,1,515.92,0,0.0,7,3
CUST00591,Discount Sensitive,69,1,865.39,0,0.0,2,4
CUST00592,Discount Sensitive,20,1,627.36,0,0.0,3,0
CUST00593,Champion,29,4,2441.17,1,0.0,9,0
CUST00594,Discount Sensitive,91,1,448.78,0,0.0,0,0
CUST00595,Champion,20,3,1431.75,0,0.0,9,0
CUST00596,Discount Sensitive,50,1,503.66,1,0.0,13,1
CUST00597,Discount Sensitive,52,1,1256.0,1,0.0,0,0
CUST00598,Dormant,7,1,545.96,0,0.0,20,3
CUST00599,Loyal Customer,169,2,2008.74,0,0.0,2,1
CUST00600,At Risk,263,0,0.0,0,0.0,3,0
CUST00601,Dormant,70,1,537.85,0,0.0,8,3
CUST00602,Discount Sensitive,91,1,171.18,0,0.0,5,1
CUST00603,Champion,10,6,3515.31,2,0.0,12,1
CUST00604,Dormant,90,1,761.72,0,0.0,2,1
CUST00605,At Risk,160,2,1049.15,0,0.0,8,0
CUST00606,Dormant,120,1,240.15,0,0.0,7,0
CUST00607,At Risk,249,0,0.0,0,0.0,9,0
CUST00608,Loyal Customer,27,2,1397.1,1,0.0,7,0
CUST00609,Champion,6,5,4581.16,0,0.0,6,1
CUST00610,Champion,22,3,3213.04,1,0.333,10,0
CUST00611,At Risk,235,0,0.0,0,0.0,5,0
CUST00612,Loyal Customer,48,2,2120.98,0,0.0,9,0
CUST00613,Champion,4,4,2969.31,2,0.0,14,0
CUST00614,At Risk,196,0,0.0,0,0.0,1,1
CUST00615,Dormant,34,1,446.03,1,1.0,4,1
CUST00616,Loyal Customer,36,2,1139.91,1,0.0,10,0
CUST00617,Champion,14,6,4116.99,0,0.0,8,0
CUST00618,Loyal Customer,92,2,1570.53,0,0.0,8,3
CUST00619,Loyal Customer,2,2,925.36,0,0.0,8,0
CUST00620,Dormant,90,1,449.48,1,0.0,17,2
CUST00621,Dormant,92,1,348.53,0,0.0,6,1
CUST00622,At Risk,180,1,1369.13,0,0.0,1,3
CUST00623,Loyal Customer,108,4,1945.71,0,0.25,18,2
CUST00624,At Risk,232,0,0.0,0,0.0,4,0
CUST00625,Loyal Customer,66,3,1716.26,0,0.0,2,0
CUST00626,Champion,9,2,1214.38,1,0.0,12,0
CUST00627,Dormant,75,1,403.11,0,0.0,6,1
CUST00628,Discount Sensitive,59,1,232.57,1,0.0,9,1
CUST00629,Discount Sensitive,44,1,442.4,0,0.0,2,1
CUST00630,Loyal Customer,93,2,1967.63,0,0.0,20,1
CUST00631,Loyal Customer,68,3,1238.87,0,0.0,0,0
CUST00632,Discount Sensitive,61,1,1078.63,0,0.0,11,1
CUST00633,Loyal Customer,33,1,1619.36,0,0.0,4,1
CUST00634,Dormant,118,2,727.14,0,0.0,1,0
CUST00635,Discount Sensitive,134,1,1016.46,0,0.0,1,1
CUST00636,Loyal Customer,72,2,2158.95,0,0.0,1,0
CUST00637,Discount Sensitive,60,1,928.75,0,0.0,1,0
CUST00638,At Risk,173,1,300.91,0,0.0,0,0
CUST00639,At Risk,369,0,0.0,0,0.0,1,0
CUST00640,At Risk,130,1,641.86,0,0.0,0,1
CUST00641,Champion,35,3,1518.18,0,0.0,5,1
CUST00642,Loyal Customer,18,3,1654.45,0,0.0,4,0
CUST00643,At Risk,155,1,1091.34,0,0.0,14,1
CUST00644,Loyal Customer,78,2,715.36,0,0.0,0,3
CUST00645,At Risk,252,0,0.0,0,0.0,0,0
CUST00646,Dormant,117,1,624.08,0,0.0,5,0
CUST00647,Dormant,64,1,507.52,1,0.0,2,0
CUST00648,Loyal Customer,31,1,1298.17,0,0.0,3,3
CUST00649,Discount Sensitive,124,1,364.41,0,0.0,5,0
CUST00650,Loyal Customer,59,2,2193.25,0,0.0,6,0
CUST00651,Champion,34,2,2189.98,0,0.0,6,2
CUST00652,Loyal Customer,75,2,2138.43,0,0.0,13,2
CUST00653,Champion,32,2,2037.83,0,0.0,19,0
CUST00654,Champion,8,4,4671.99,2,0.5,8,0
CUST00655,Dormant,79,1,631.53,0,0.0,0,0
CUST00656,Loyal Customer,67,2,1360.96,0,0.0,16,0
CUST00657,Discount Sensitive,63,2,674.97,1,0.5,5,1
CUST00658,At Risk,219,0,0.0,0,0.0,3,1
CUST00659,Loyal Customer,16,1,883.27,0,0.0,21,4
CUST00660,Dormant,43,1,573.43,0,0.0,7,2
CUST00661,Discount Sensitive,180,1,415.44,0,0.0,1,0
CUST00662,Dormant,124,1,852.96,0,0.0,2,0
CUST00663,Loyal Customer,64,3,1861.9,0,0.0,14,0
CUST00664,Discount Sensitive,20,1,237.27,1,0.0,1,0
CUST00665,High Value Unhappy,35,3,1936.8,1,0.333,3,0
CUST00666,Dormant,3,1,540.99,1,0.0,1,1
CUST00667,Loyal Customer,25,2,1406.34,0,0.5,7,0
CUST00668,Loyal Customer,42,2,952.41,0,0.0,3,0
CUST00669,Loyal Customer,57,3,2774.76,0,0.0,1,0
CUST00670,At Risk,242,0,0.0,0,0.0,0,1
CUST00671,Champion,2,3,2568.33,0,0.0,13,0
CUST00672,Discount Sensitive,141,1,434.37,0,0.0,10,3
CUST00673,Discount Sensitive,118,1,1297.2,0,0.0,1,1
CUST00674,Champion,56,5,2521.51,0,0.0,14,0
CUST00675,Loyal Customer,130,2,4218.15,0,0.0,8,1
CUST00676,Loyal Customer,6,1,714.17,1,0.0,9,2
CUST00677,Discount Sensitive,6,1,291.61,0,0.0,1,0
CUST00678,At Risk,196,0,0.0,0,0.0,1,0
CUST00679,Loyal Customer,83,3,2474.75,0,0.0,3,3
CUST00680,At Risk,215,0,0.0,0,0.0,1,0
CUST00681,At Risk,211,0,0.0,0,0.0,1,0
CUST00682,Loyal Customer,19,1,1238.23,1,0.0,6,1
CUST00683,Champion,0,3,3422.7,1,0.0,7,1
CUST00684,Discount Sensitive,140,1,547.13,0,0.0,2,0
CUST00685,Loyal Customer,2,1,1158.09,0,0.0,3,1
CUST00686,Dormant,127,1,318.48,0,0.0,21,1
CUST00687,Loyal Customer,117,3,2804.77,0,0.0,1,0
CUST00688,High Value Unhappy,13,4,2214.44,1,0.25,1,0
CUST00689,Champion,70,4,4514.31,0,0.0,13,0
CUST00690,Champion,4,3,3098.92,0,0.0,11,3
CUST00691,Loyal Customer,61,2,1222.65,0,0.0,14,3
CUST00692,Discount Sensitive,58,1,269.14,0,0.0,0,1
CUST00693,At Risk,147,1,804.56,0,0.0,0,0
CUST00694,Dormant,74,1,345.14,0,0.0,14,0
CUST00695,At Risk,198,0,0.0,0,0.0,4,0
CUST00696,Loyal Customer,40,2,796.15,0,0.0,1,0
CUST00697,At Risk,247,0,0.0,0,0.0,1,0
CUST00698,Champion,14,3,2572.72,2,0.333,11,0
CUST00699,Champion,47,4,2191.51,0,0.0,15,0
CUST00700,Dormant,49,1,345.91,0,0.0,1,0
CUST00701,Dormant,122,1,892.63,0,0.0,10,0
CUST00702,Dormant,77,1,357.55,1,0.0,2,0
CUST00703,Dormant,104,1,360.06,0,0.0,3,0
CUST00704,Loyal Customer,22,2,1084.34,0,0.0,12,0
CUST00705,Loyal Customer,12,1,872.61,1,1.0,1,0
CUST00706,Dormant,2,1,439.07,0,0.0,2,0
CUST00707,At Risk,189,0,0.0,0,0.0,10,0
CUST00708,Champion,45,4,2683.09,1,0.0,5,0
CUST00709,At Risk,129,1,1966.47,0,0.0,0,0
CUST00710,Champion,16,4,2426.17,0,0.0,8,0
CUST00711,Champion,19,5,4117.05,1,0.0,10,2
CUST00712,Dormant,4,1,676.24,0,0.0,2,0
CUST00713,Champion,3,4,3625.93,2,0.25,10,0
CUST00714,Loyal Customer,40,3,1036.94,1,0.333,2,1
CUST00715,Loyal Customer,25,3,954.63,0,0.0,4,0
CUST00716,Champion,6,3,1449.24,1,0.0,14,2
CUST00717,Loyal Customer,0,1,884.85,0,0.0,6,0
CUST00718,Dormant,117,1,348.64,0,0.0,2,1
CUST00719,Discount Sensitive,168,1,461.68,0,0.0,2,0
CUST00720,At Risk,291,0,0.0,0,0.0,1,1
CUST00721,Loyal Customer,14,1,1856.99,0,0.0,8,1
CUST00722,Discount Sensitive,30,1,256.54,1,1.0,1,0
CUST00723,Dormant,69,1,546.81,0,0.0,7,1
CUST00724,Loyal Customer,8,2,1014.94,0,0.0,8,2
CUST00725,Discount Sensitive,141,2,950.51,0,0.0,0,0
CUST00726,Loyal Customer,98,4,4849.51,0,0.25,10,0
CUST00727,Champion,8,4,2696.01,0,0.25,10,2
CUST00728,Dormant,66,1,396.38,1,1.0,6,0
CUST00729,Discount Sensitive,140,1,1324.83,0,0.0,1,1
CUST00730,At Risk,232,0,0.0,0,0.0,3,0
CUST00731,Discount Sensitive,136,1,433.67,0,0.0,2,1
CUST00732,Dormant,6,1,402.61,1,0.0,6,1
CUST00733,Dormant,66,1,376.53,0,0.0,5,0
CUST00734,Loyal Customer,89,2,2020.81,0,0.0,6,0
CUST00735,Loyal Customer,12,2,1244.28,0,0.0,1,0
CUST00736,Loyal Customer,66,3,1727.68,0,0.0,3,0
CUST00737,Dormant,24,1,872.88,0,0.0,1,0
CUST00738,Dormant,78,1,545.24,1,1.0,8,2
CUST00739,Dormant,24,1,1047.95,0,0.0,8,1
CUST00740,At Risk,261,0,0.0,0,0.0,5,2
CUST00741,At Risk,225,0,0.0,0,0.0,3,1
CUST00742,Discount Sensitive,49,1,441.54,0,0.0,5,0
CUST00743,Loyal Customer,1,1,1124.66,0,0.0,3,2
CUST00744,Loyal Customer,65,2,1108.58,0,0.0,2,2
CUST00745,Loyal Customer,1,1,1077.53,0,0.0,14,0
CUST00746,Discount Sensitive,177,1,352.33,0,0.0,0,0
CUST00747,Loyal Customer,11,1,1123.87,1,0.0,13,0
CUST00748,Champion,58,3,2603.35,0,0.0,5,0
CUST00749,Loyal Customer,11,1,872.34,0,0.0,13,3
CUST00750,Loyal Customer,49,2,962.3,0,0.0,8,1
CUST00751,Dormant,15,1,657.24,0,0.0,8,1
CUST00752,Loyal Customer,97,2,1319.55,0,0.0,2,0
CUST00753,At Risk,143,1,1093.17,0,0.0,9,0
CUST00754,Champion,37,2,3639.05,0,0.0,18,1
CUST00755,At Risk,200,0,0.0,0,0.0,12,2
CUST00756,Dormant,113,1,329.74,0,0.0,0,0
CUST00757,Dormant,8,1,481.24,0,0.0,4,1
CUST00758,Loyal Customer,78,3,1129.62,0,0.0,13,1
CUST00759,Loyal Customer,38,2,1562.24,0,0.0,4,0
CUST00760,At Risk,162,1,368.74,0,1.0,1,0
CUST00761,At Risk,193,0,0.0,0,0.0,1,0
CUST00762,Champion,46,2,2784.57,0,0.5,8,0
CUST00763,At Risk,188,0,0.0,0,0.0,0,0
CUST00764,Loyal Customer,23,2,1414.13,0,0.0,8,0
CUST00765,Loyal Customer,98,2,2264.58,0,0.0,2,0
CUST00766,At Risk,166,1,389.83,0,0.0,7,0
CUST00767,Dormant,75,1,468.97,1,0.0,7,3
CUST00768,Loyal Customer,21,2,1483.56,1,0.0,3,0
CUST00769,Loyal Customer,18,2,971.74,0,0.0,2,0
CUST00770,Champion,27,3,2711.16,1,0.0,12,1
CUST00771,Discount Sensitive,90,1,456.76,1,0.0,8,0
CUST00772,At Risk,190,0,0.0,0,0.0,9,1
CUST00773,Dormant,71,1,658.94,0,0.0,4,0
CUST00774,Dormant,101,1,364.21,0,0.0,2,0
CUST00775,Loyal Customer,23,1,1298.92,0,0.0,8,2
CUST00776,At Risk,135,1,547.9,0,0.0,0,0
CUST00777,Loyal Customer,10,1,720.41,0,0.0,2,1
CUST00778,At Risk,331,0,0.0,0,0.0,1,0
CUST00779,Discount Sensitive,6,1,416.15,0,0.0,3,1
CUST00780,Champion,36,4,3232.4,2,0.25,12,0
CUST00781,Discount Sensitive,49,1,442.8,0,0.0,4,0
CUST00782,At Risk,194,0,0.0,0,0.0,1,2
CUST00783,At Risk,232,0,0.0,0,0.0,3,2
CUST00784,Loyal Customer,45,2,1269.12,0,0.0,11,1
CUST00785,Champion,11,3,1464.91,0,0.0,5,0
CUST00786,At Risk,150,1,1030.43,0,0.0,1,0
CUST00787,Loyal Customer,48,3,2376.36,0,0.0,2,0
CUST00788,Discount Sensitive,49,1,1408.44,0,0.0,8,0
CUST00789,Discount Sensitive,55,1,753.6,0,0.0,1,0
CUST00790,Dormant,78,1,458.83,1,0.0,9,1
CUST00791,At Risk,230,0,0.0,0,0.0,0,0
CUST00792,At Risk,148,1,1395.21,0,0.0,4,0
CUST00793,Dormant,113,1,1730.51,0,0.0,1,1
CUST00794,At Risk,171,1,413.58,0,0.0,7,0
CUST00795,Loyal Customer,138,2,2258.74,0,0.0,2,0
CUST00796,At Risk,151,1,1622.25,0,0.0,8,0
CUST00797,Dormant,9,1,408.27,0,0.0,7,1
CUST00798,Loyal Customer,57,2,1507.09,0,0.0,8,1
CUST00799,Loyal Customer,56,2,738.93,0,0.0,2,0
CUST00800,Champion,12,5,5040.63,0,0.0,7,2
CUST00801,Loyal Customer,76,2,1510.24,1,0.0,1,0
CUST00802,At Risk,201,0,0.0,0,0.0,1,0
CUST00803,Loyal Customer,53,2,2106.41,0,0.0,2,2
CUST00804,Loyal Customer,14,1,969.91,0,0.0,7,1
CUST00805,Dormant,41,1,780.79,0,0.0,8,0
CUST00806,Discount Sensitive,21,1,976.95,0,0.0,11,0
CUST00807,Dormant,112,1,594.61,0,0.0,4,0
CUST00808,Discount Sensitive,53,1,444.73,1,0.0,16,0
CUST00809,Champion,22,3,1886.26,1,0.333,12,4
CUST00810,At Risk,217,0,0.0,0,0.0,0,2
CUST00811,At Risk,184,0,0.0,0,0.0,2,1
CUST00812,At Risk,189,0,0.0,0,0.0,0,0
CUST00813,Champion,5,4,3695.8,1,0.0,11,3
CUST00814,Loyal Customer,88,2,3500.93,0,0.0,14,0
CUST00815,Loyal Customer,137,2,2569.54,0,0.0,3,0
CUST00816,High Value Unhappy,59,2,2688.92,1,0.0,7,1
CUST00817,Champion,9,7,6352.75,0,0.0,13,2
CUST00818,At Risk,147,1,988.84,0,0.0,1,0
CUST00819,Champion,28,4,2164.49,0,0.0,5,0
CUST00820,At Risk,189,0,0.0,0,0.0,4,2
CUST00821,Discount Sensitive,94,1,409.56,1,0.0,6,0
CUST00822,High Value Unhappy,76,3,1713.47,1,0.0,10,0
CUST00823,Discount Sensitive,146,2,546.33,0,0.5,2,0
CUST00824,Dormant,4,1,446.93,0,0.0,4,0
CUST00825,Dormant,97,1,410.77,0,0.0,3,3
CUST00826,Loyal Customer,158,2,2063.86,0,0.0,9,0
CUST00827,Dormant,57,1,1699.04,0,0.0,4,2
CUST00828,Discount Sensitive,90,1,355.91,0,0.0,5,0
CUST00829,Champion,62,4,3162.52,0,0.0,9,3
CUST00830,Loyal Customer,19,2,1150.55,0,0.0,11,1
CUST00831,Loyal Customer,6,2,994.83,2,0.0,11,1
CUST00832,Loyal Customer,0,1,716.8,0,0.0,9,3
CUST00833,Discount Sensitive,67,1,1142.84,0,0.0,6,0
CUST00834,Loyal Customer,2,1,971.01,0,0.0,6,0
CUST00835,Loyal Customer,157,3,1837.3,0,0.0,8,0
CUST00836,Champion,9,2,1640.21,0,0.0,7,0
CUST00837,Champion,15,2,1476.76,0,0.0,7,1
CUST00838,Discount Sensitive,9,1,402.67,1,0.0,11,1
CUST00839,At Risk,162,2,860.28,0,0.0,2,0
CUST00840,Loyal Customer,58,3,3328.28,0,0.0,3,0
CUST00841,Loyal Customer,99,6,5236.09,0,0.167,2,0
CUST00842,High Value Unhappy,71,2,1823.97,1,0.0,1,0
CUST00843,Discount Sensitive,45,1,803.69,1,1.0,1,2
CUST00844,Dormant,19,1,410.24,0,0.0,1,1
CUST00845,Discount Sensitive,96,1,777.67,1,0.0,4,0
CUST00846,Champion,41,3,1899.26,1,0.333,15,0
CUST00847,Loyal Customer,4,1,1420.5,0,0.0,12,5
CUST00848,Dormant,4,1,547.18,0,0.0,8,1
CUST00849,Champion,6,4,2776.86,0,0.0,9,2
CUST00850,Champion,7,2,2278.03,1,0.5,5,0
CUST00851,Loyal Customer,0,1,822.7,0,0.0,8,0
CUST00852,Loyal Customer,66,2,935.26,0,0.0,1,1
CUST00853,Discount Sensitive,61,1,318.94,1,0.0,9,0
CUST00854,At Risk,279,0,0.0,0,0.0,1,0
CUST00855,At Risk,292,0,0.0,0,0.0,1,0
CUST00856,At Risk,135,1,2235.84,0,0.0,1,3
CUST00857,High Value Unhappy,67,2,1852.15,1,0.0,3,1
CUST00858,Loyal Customer,90,2,1268.61,0,0.0,1,0
CUST00859,At Risk,169,1,769.89,0,0.0,10,2
CUST00860,Dormant,79,1,1472.26,1,0.0,7,4
CUST00861,At Risk,170,1,798.67,0,0.0,3,2
CUST00862,At Risk,453,0,0.0,0,0.0,2,0
CUST00863,Loyal Customer,25,2,1710.22,0,0.0,6,0
CUST00864,Discount Sensitive,138,1,316.53,0,0.0,2,1
CUST00865,Loyal Customer,50,2,1503.11,1,0.0,10,2
CUST00866,Loyal Customer,26,1,1280.71,0,0.0,5,0
CUST00867,Discount Sensitive,15,1,424.64,1,0.0,6,0
CUST00868,Loyal Customer,20,1,832.57,0,0.0,14,1
CUST00869,Loyal Customer,93,3,1700.01,0,0.0,0,0
CUST00870,Loyal Customer,86,3,2224.05,0,0.0,13,0
CUST00871,Loyal Customer,122,3,1703.85,0,0.0,3,0
CUST00872,Dormant,125,1,799.03,0,0.0,6,2
CUST00873,Loyal Customer,3,2,1994.21,0,0.0,2,0
CUST00874,Dormant,21,1,511.56,0,0.0,7,0
CUST00875,Dormant,30,1,363.1,0,0.0,1,0
CUST00876,Loyal Customer,36,2,938.71,1,0.0,6,1
CUST00877,Loyal Customer,63,2,831.49,0,0.0,7,0
CUST00878,Loyal Customer,134,2,2578.68,0,0.0,12,1
CUST00879,Loyal Customer,155,2,2576.47,0,0.0,4,0
CUST00880,Champion,16,3,1801.75,0,0.0,11,0
CUST00881,Loyal Customer,4,1,1185.63,0,0.0,6,0
CUST00882,Loyal Customer,85,2,894.79,1,0.0,2,0
CUST00883,Loyal Customer,126,2,4600.78,0,0.0,1,1
CUST00884,At Risk,271,0,0.0,0,0.0,1,0
CUST00885,Loyal Customer,31,2,1199.0,0,0.5,10,1
CUST00886,Discount Sensitive,1,1,304.87,0,0.0,3,0
CUST00887,Loyal Customer,9,1,1399.24,0,0.0,0,2
CUST00888,Discount Sensitive,108,1,1200.57,0,0.0,0,1
CUST00889,Loyal Customer,44,2,1597.41,0,0.0,2,0
CUST00890,Dormant,24,1,631.59,1,0.0,1,0
CUST00891,Loyal Customer,13,2,1207.62,0,0.0,0,0
CUST00892,Discount Sensitive,9,1,360.98,0,0.0,5,1
CUST00893,Dormant,99,1,563.11,0,0.0,5,0
CUST00894,High Value Unhappy,25,2,1903.85,1,0.0,2,0
CUST00895,Discount Sensitive,54,1,168.81,1,0.0,14,1
CUST00896,High Value Unhappy,10,5,2728.69,1,0.0,3,1
CUST00897,Dormant,13,1,584.95,0,0.0,3,1
CUST00898,At Risk,339,0,0.0,0,0.0,2,1
CUST00899,At Risk,187,0,0.0,0,0.0,4,0
CUST00900,Loyal Customer,58,2,1242.65,1,0.0,1,1
